maker-21-augustus-gene-31.0-mRNA-1	IPR006769,IPR039055
snap_masked-18-processed-gene-63.2-mRNA-1	IPR026171,IPR029305,IPR029308,IPR029310,IPR029312,IPR029313,IPR029314,IPR029315
maker-112661-augustus-gene-0.2-mRNA-1	IPR007110,IPR013162,IPR042864
maker-6-augustus-gene-206.18-mRNA-1	IPR001680,IPR017986,IPR039468,IPR040379
maker-1-augustus-gene-158.5-mRNA-1	IPR006028,IPR006029,IPR006201,IPR006202
maker-229-augustus-gene-5.2-mRNA-1	IPR005828,IPR020846
maker-398-augustus-gene-1.3-mRNA-1	IPR021619
maker-50-augustus-gene-9.3-mRNA-1	IPR029744
maker-394-snap-gene-4.6-mRNA-1	IPR000980,IPR001849,IPR015012,IPR030520,IPR030523
maker-283-snap-gene-7.3-mRNA-1	IPR014840,IPR026943,IPR026947
maker-68-augustus-gene-36.11-mRNA-1	IPR001503
maker-39-snap-gene-10.5-mRNA-1	IPR000340,IPR000387,IPR020405,IPR020417,IPR020422
snap_masked-249638-processed-gene-0.4-mRNA-1	IPR021819,IPR040185
augustus_masked-245461-processed-gene-0.1-mRNA-1	IPR001849
maker-9-snap-gene-26.15-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013151,IPR039696
maker-54-augustus-gene-101.0-mRNA-1	IPR004843
augustus_masked-158-processed-gene-33.0-mRNA-1	IPR013087
maker-1-augustus-gene-296.4-mRNA-1	IPR007881
maker-275-augustus-gene-2.2-mRNA-1	IPR005341
maker-4-augustus-gene-310.10-mRNA-1	IPR002165,IPR002909,IPR013548,IPR016201,IPR031148
augustus_masked-77-processed-gene-34.2-mRNA-1	IPR001356,IPR024578,IPR041057
maker-48-augustus-gene-32.24-mRNA-1	IPR002225
snap_masked-34-processed-gene-35.14-mRNA-1	IPR001478,IPR030237
maker-13-augustus-gene-180.1-mRNA-1	IPR005301
maker-1-augustus-gene-296.3-mRNA-1	IPR018793
snap_masked-15-processed-gene-127.5-mRNA-1	IPR012459
maker-2-augustus-gene-56.9-mRNA-1	IPR039430
maker-184-snap-gene-0.1-mRNA-1	IPR002466,IPR014720
snap_masked-410-processed-gene-0.39-mRNA-1	IPR007304
maker-138799-snap-gene-0.0-mRNA-1	IPR001604,IPR020821,IPR039015
maker-295-snap-gene-53.16-mRNA-1	IPR002126,IPR013164,IPR030716
snap_masked-28-processed-gene-65.1-mRNA-1	IPR003613
maker-65-augustus-gene-7.53-mRNA-1	IPR002130
snap_masked-147-processed-gene-2.16-mRNA-1	IPR004344,IPR027750
maker-1-augustus-gene-376.3-mRNA-1	IPR005821,IPR028823
maker-291-augustus-gene-1.2-mRNA-1	IPR000640,IPR000795,IPR005517,IPR041095
maker-5-snap-gene-19.14-mRNA-1	IPR001024
maker-109-snap-gene-24.9-mRNA-1	IPR001683,IPR015404,IPR028657
maker-39-augustus-gene-10.7-mRNA-1	IPR001925,IPR027246,IPR030277
maker-15-snap-gene-45.12-mRNA-1	IPR003191,IPR015894,IPR030386
augustus_masked-219-processed-gene-19.33-mRNA-1	IPR000242,IPR000387,IPR003595,IPR003961,IPR042996
snap_masked-153-processed-gene-40.1-mRNA-1	IPR001375,IPR002469
maker-113156-augustus-gene-0.49-mRNA-1	IPR019185
maker-25-snap-gene-99.17-mRNA-1	IPR000219,IPR001452,IPR004148,IPR035469
augustus_masked-23-processed-gene-11.4-mRNA-1	IPR026173
augustus_masked-460-processed-gene-0.6-mRNA-1	IPR003166,IPR016656,IPR040501
maker-92-snap-gene-1.17-mRNA-1	IPR000217,IPR002967,IPR003008
maker-49-snap-gene-37.1-mRNA-1	IPR001932,IPR015655
snap_masked-238-processed-gene-31.12-mRNA-1	IPR000725
augustus_masked-158-processed-gene-19.0-mRNA-1	IPR018881
maker-441-augustus-gene-0.0-mRNA-1	IPR001781
augustus_masked-13-processed-gene-153.8-mRNA-1	IPR000483,IPR001611
maker-451-augustus-gene-24.9-mRNA-1	IPR026581,IPR033068
augustus_masked-323-processed-gene-107.5-mRNA-1	IPR000504,IPR002698
maker-398-snap-gene-5.0-mRNA-1	IPR006683,IPR033120,IPR040170
augustus_masked-4-processed-gene-339.26-mRNA-1	IPR000294,IPR039176
maker-16-augustus-gene-98.21-mRNA-1	IPR004895
maker-25-snap-gene-140.15-mRNA-1	IPR001214,IPR013087
maker-49-augustus-gene-28.11-mRNA-1	IPR001806,IPR003578
augustus_masked-18-processed-gene-94.5-mRNA-1	IPR000504,IPR034632
augustus_masked-440-processed-gene-0.63-mRNA-1	IPR001211,IPR016090
maker-18-augustus-gene-62.17-mRNA-1	IPR000436,IPR000538,IPR000742,IPR001304,IPR001881,IPR003599,IPR007110,IPR013106
snap_masked-60-processed-gene-0.9-mRNA-1	IPR000716,IPR000742,IPR001881,IPR024731
maker-68-augustus-gene-63.2-mRNA-1	IPR001763,IPR022111,IPR040503
augustus_masked-171-processed-gene-16.25-mRNA-1	IPR000276,IPR000725,IPR017452
augustus_masked-268-processed-gene-12.9-mRNA-1	IPR000242,IPR000387,IPR003595
maker-7-augustus-gene-24.12-mRNA-1	IPR002575,IPR006091,IPR013786
snap_masked-252703-processed-gene-0.1-mRNA-1	IPR006762
maker-6-augustus-gene-113.14-mRNA-1	IPR012462
maker-1-snap-gene-256.3-mRNA-1	IPR001734
maker-95-snap-gene-8.30-mRNA-1	IPR002209,IPR028296
maker-248411-augustus-gene-0.0-mRNA-1	IPR000648,IPR001849,IPR041680
maker-263-augustus-gene-2.10-mRNA-1	IPR002350,IPR004156
snap_masked-74-processed-gene-5.18-mRNA-1	IPR001791
maker-180-augustus-gene-9.1-mRNA-1	IPR004856,IPR039488
maker-330-augustus-gene-1.19-mRNA-1	IPR042633
snap_masked-322-processed-gene-11.8-mRNA-1	IPR003599,IPR007110,IPR013106,IPR013162,IPR033314
maker-1-augustus-gene-21.2-mRNA-1	IPR003439,IPR003593,IPR013525
maker-3-snap-gene-9.6-mRNA-1	IPR013087
maker-251191-snap-gene-0.4-mRNA-1	IPR009071,IPR022151,IPR031265
maker-112907-snap-gene-0.1-mRNA-1	IPR013087,IPR041643
maker-0start-augustus-gene-440.1-mRNA-1	IPR000488,IPR001368,IPR017371,IPR022323
augustus_masked-59-processed-gene-177.0-mRNA-1	IPR001104,IPR039357
maker-58-augustus-gene-6.11-mRNA-1	IPR032757,IPR039225
maker-9-snap-gene-59.19-mRNA-1	IPR001356,IPR020479,IPR033629
maker-362-augustus-gene-0.5-mRNA-1	IPR001351,IPR004044
maker-4-augustus-gene-336.15-mRNA-1	IPR011430
snap_masked-0start-processed-gene-38.3-mRNA-1	IPR000367,IPR001019
maker-8-augustus-gene-208.5-mRNA-1	IPR000232,IPR010542,IPR027712,IPR027725
maker-210-augustus-gene-2.9-mRNA-1	IPR000301,IPR018499
maker-70-augustus-gene-10.1-mRNA-1	IPR001356,IPR001781
maker-15-snap-gene-22.5-mRNA-1	IPR001356,IPR003025,IPR003026,IPR013851
augustus_masked-16-processed-gene-2.29-mRNA-1	IPR001578,IPR041507
maker-12-augustus-gene-48.9-mRNA-1	IPR001696,IPR005821,IPR008051
maker-58-snap-gene-1.14-mRNA-1	IPR002109,IPR006993
maker-59-snap-gene-161.8-mRNA-1	IPR002925,IPR042946
maker-268-augustus-gene-40.2-mRNA-1	IPR006942
snap_masked-129-processed-gene-2.40-mRNA-1	IPR000276,IPR000507,IPR002233,IPR017452
maker-32-snap-gene-57.3-mRNA-1	IPR002076,IPR033670
maker-1-augustus-gene-95.3-mRNA-1	IPR000536,IPR001723,IPR033544
snap_masked-7-processed-gene-56.3-mRNA-1	IPR000504
snap_masked-15-processed-gene-191.2-mRNA-1	IPR002885,IPR033490
augustus_masked-323-processed-gene-40.16-mRNA-1	IPR000248,IPR000276,IPR017452
maker-34-augustus-gene-9.24-mRNA-1	IPR007593
snap_masked-35-processed-gene-19.22-mRNA-1	IPR001356
augustus_masked-272-processed-gene-10.0-mRNA-1	IPR026156,IPR028084,IPR028085,IPR028086,IPR037545
maker-9-snap-gene-73.2-mRNA-1	IPR004205
maker-22-snap-gene-33.8-mRNA-1	IPR001170,IPR001828
maker-291-augustus-gene-6.11-mRNA-1	IPR004752,IPR024371
maker-30-augustus-gene-6.17-mRNA-1	IPR039310
snap_masked-441-processed-gene-2.22-mRNA-1	IPR008376,IPR019318
snap_masked-3-processed-gene-86.9-mRNA-1	IPR002720,IPR028309,IPR033057
augustus_masked-38-processed-gene-20.8-mRNA-1	IPR003599,IPR007110,IPR013106
maker-67-snap-gene-4.2-mRNA-1	IPR016137
snap_masked-19-processed-gene-44.11-mRNA-1	IPR027960
snap_masked-112427-processed-gene-0.2-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098
maker-13-augustus-gene-4.3-mRNA-1	IPR016137,IPR034948
augustus_masked-153-processed-gene-50.5-mRNA-1	IPR006876,IPR008075
maker-145-snap-gene-16.17-mRNA-1	IPR002937,IPR040174
augustus_masked-197-processed-gene-4.0-mRNA-1	IPR032536
maker-36-augustus-gene-9.10-mRNA-1	IPR000048,IPR000219,IPR000651,IPR001849,IPR008937,IPR030744
maker-95-snap-gene-7.48-mRNA-1	IPR001254,IPR001314,IPR037561
maker-8-augustus-gene-265.2-mRNA-1	IPR028288
snap_masked-4-processed-gene-2.6-mRNA-1	IPR005828
snap_masked-54-processed-gene-58.4-mRNA-1	IPR028002
maker-6-augustus-gene-87.0-mRNA-1	IPR000214,IPR001876,IPR010666,IPR012319,IPR015886
maker-334-snap-gene-0.11-mRNA-1	IPR000953,IPR007526,IPR032450,IPR038044
augustus_masked-180-processed-gene-9.25-mRNA-1	IPR001766
snap_masked-10-processed-gene-62.6-mRNA-1	IPR000219,IPR001452,IPR001849
maker-16-augustus-gene-6.0-mRNA-1	IPR005474,IPR005475,IPR033248
maker-1-augustus-gene-255.5-mRNA-1	IPR000237,IPR032023
augustus_masked-16-processed-gene-74.9-mRNA-1	IPR001849,IPR033227
augustus_masked-25-processed-gene-56.9-mRNA-1	IPR001303,IPR027772
snap_masked-270-processed-gene-0.0-mRNA-1	IPR001101
augustus_masked-15-processed-gene-37.14-mRNA-1	IPR027834
snap_masked-157-processed-gene-1.2-mRNA-1	IPR000834
augustus_masked-251762-processed-gene-0.1-mRNA-1	IPR000778,IPR002048,IPR013112,IPR013121,IPR029648
augustus_masked-210-processed-gene-5.16-mRNA-1	IPR027838
augustus_masked-3-processed-gene-10.1-mRNA-1	IPR038948
snap_masked-394-processed-gene-3.14-mRNA-1	IPR001436,IPR002068
maker-15-augustus-gene-46.6-mRNA-1	IPR005339,IPR021151
snap_masked-8-processed-gene-255.2-mRNA-1	IPR000867,IPR000884
snap_masked-138-processed-gene-1.11-mRNA-1	IPR024743,IPR035706
maker-32-snap-gene-62.8-mRNA-1	IPR007527
augustus_masked-32-processed-gene-124.6-mRNA-1	IPR026074,IPR027321
augustus_masked-76-processed-gene-23.3-mRNA-1	IPR001828
snap_masked-80-processed-gene-11.1-mRNA-1	IPR002429
maker-220-snap-gene-55.7-mRNA-1	IPR000299,IPR019748,IPR019749
maker-113249-snap-gene-0.8-mRNA-1	IPR011598
maker-1-snap-gene-5.7-mRNA-1	IPR000418,IPR003118
snap_masked-375-processed-gene-0.8-mRNA-1	IPR040637
maker-207-augustus-gene-1.0-mRNA-1	IPR000719,IPR001245,IPR003598,IPR003599,IPR007110,IPR013098,IPR020635,IPR041159
snap_masked-394-processed-gene-2.23-mRNA-1	IPR012926
maker-321-snap-gene-0.9-mRNA-1	IPR001356,IPR020479
snap_masked-186-processed-gene-1.21-mRNA-1	IPR013026,IPR019734,IPR040111,IPR041617
maker-0start-augustus-gene-5.0-mRNA-1	IPR002404
snap_masked-1-processed-gene-83.2-mRNA-1	IPR002017,IPR018159
augustus_masked-13-processed-gene-199.0-mRNA-1	IPR040626
maker-295-augustus-gene-40.21-mRNA-1	IPR029307
augustus_masked-79-processed-gene-25.4-mRNA-1	IPR001440,IPR013026,IPR019734
maker-326-augustus-gene-16.12-mRNA-1	IPR000756,IPR001206,IPR037607
augustus_masked-389-processed-gene-0.30-mRNA-1	IPR000210,IPR013087
maker-246-augustus-gene-19.12-mRNA-1	IPR000225
snap_masked-260-processed-gene-0.30-mRNA-1	IPR003961
augustus_masked-79-processed-gene-22.6-mRNA-1	IPR030240
maker-272-snap-gene-7.6-mRNA-1	IPR003598,IPR003599,IPR007110
maker-43-augustus-gene-6.5-mRNA-1	IPR003195
maker-282-augustus-gene-4.8-mRNA-1	IPR000210,IPR013087
maker-15-snap-gene-162.4-mRNA-1	IPR004299,IPR032981
maker-4-augustus-gene-154.8-mRNA-1	IPR000719,IPR001245
snap_masked-322-processed-gene-5.25-mRNA-1	IPR006581,IPR031778
augustus_masked-111220-processed-gene-0.3-mRNA-1	IPR000014,IPR013767,IPR017426,IPR028819
maker-44-augustus-gene-3.3-mRNA-1	IPR004843,IPR007708
maker-337-snap-gene-0.1-mRNA-1	IPR001084,IPR027324
maker-7-augustus-gene-263.0-mRNA-1	IPR006689
augustus_masked-283-processed-gene-15.23-mRNA-1	IPR005818,IPR005819,IPR008405
augustus_masked-18-processed-gene-103.4-mRNA-1	IPR008477
augustus_masked-172-processed-gene-21.0-mRNA-1	IPR001518
snap_masked-249309-processed-gene-0.12-mRNA-1	IPR005031
augustus_masked-268-processed-gene-16.17-mRNA-1	IPR002909,IPR008366,IPR011539,IPR032397
maker-442-augustus-gene-2.39-mRNA-1	IPR010431,IPR022768,IPR030144
maker-2-snap-gene-246.2-mRNA-1	IPR000719
augustus_masked-343-processed-gene-36.5-mRNA-1	IPR000276,IPR000995,IPR001183,IPR017452
maker-288-augustus-gene-5.30-mRNA-1	IPR001487,IPR001739,IPR001965,IPR018501,IPR019787,IPR028941
augustus_masked-435-processed-gene-5.67-mRNA-1	IPR033589
augustus_masked-22-processed-gene-40.3-mRNA-1	IPR014848
maker-23-snap-gene-11.5-mRNA-1	IPR001680,IPR007148,IPR017986,IPR020472,IPR024977
maker-4-augustus-gene-256.12-mRNA-1	IPR000754
maker-7-augustus-gene-263.1-mRNA-1	IPR000998
maker-241-augustus-gene-4.45-mRNA-1	IPR039008
augustus_masked-58-processed-gene-8.2-mRNA-1	IPR000276,IPR000321,IPR001418,IPR017452
snap_masked-19-processed-gene-82.1-mRNA-1	IPR001478
augustus_masked-51-processed-gene-1.18-mRNA-1	IPR001715,IPR008636,IPR027717
maker-343-snap-gene-26.18-mRNA-1	IPR006084,IPR006085,IPR006086,IPR008918,IPR032641
snap_masked-322-processed-gene-5.16-mRNA-1	IPR002172,IPR003961
augustus_masked-373-processed-gene-1.1-mRNA-1	IPR000595,IPR030173
snap_masked-60-processed-gene-0.8-mRNA-1	IPR006605
augustus_masked-11-processed-gene-42.25-mRNA-1	IPR000073
maker-54-augustus-gene-97.51-mRNA-1	IPR000261,IPR002048,IPR022812,IPR029952,IPR030381,IPR031692,IPR040990
maker-43-augustus-gene-33.3-mRNA-1	IPR000198
snap_masked-160-processed-gene-3.7-mRNA-1	IPR009071,IPR022097
maker-435-augustus-gene-5.18-mRNA-1	IPR001453,IPR002500
augustus_masked-0start-processed-gene-448.4-mRNA-1	IPR001478,IPR015482
maker-6-augustus-gene-263.0-mRNA-1	IPR000504,IPR034605,IPR034625
maker-4-augustus-gene-327.18-mRNA-1	IPR001315,IPR001680,IPR002182,IPR017986,IPR020472,IPR041452
snap_masked-79-processed-gene-25.1-mRNA-1	IPR009448
maker-197-augustus-gene-20.42-mRNA-1	IPR003406,IPR024448
maker-172-augustus-gene-20.2-mRNA-1	IPR004087,IPR004088
snap_masked-35-processed-gene-21.10-mRNA-1	IPR010599
maker-220-augustus-gene-11.3-mRNA-1	IPR002733,IPR023473
maker-19-augustus-gene-89.0-mRNA-1	IPR026702
maker-252199-snap-gene-0.9-mRNA-1	IPR001507,IPR040196
maker-15-snap-gene-189.10-mRNA-1	IPR000571,IPR007635
snap_masked-25-processed-gene-99.6-mRNA-1	IPR000834
augustus_masked-111619-processed-gene-0.2-mRNA-1	IPR006899,IPR040363
maker-55-augustus-gene-30.11-mRNA-1	IPR001699
maker-39-augustus-gene-122.12-mRNA-1	IPR003119,IPR007856,IPR008138,IPR008139,IPR008373
snap_masked-15-processed-gene-92.3-mRNA-1	IPR031692
maker-10-augustus-gene-118.3-mRNA-1	IPR005552
maker-197-augustus-gene-6.4-mRNA-1	IPR001478
snap_masked-13-processed-gene-187.0-mRNA-1	IPR002816,IPR040230
snap_masked-394-processed-gene-5.18-mRNA-1	IPR003350
maker-160-augustus-gene-8.24-mRNA-1	IPR000294
maker-38-augustus-gene-10.18-mRNA-1	IPR001650,IPR011545,IPR014001,IPR014014
snap_masked-137-processed-gene-0.6-mRNA-1	IPR000859
snap_masked-111902-processed-gene-0.3-mRNA-1	IPR019160
maker-158-augustus-gene-22.2-mRNA-1	IPR007220
snap_masked-16-processed-gene-67.2-mRNA-1	IPR001310
maker-36-augustus-gene-3.0-mRNA-1	IPR008388
maker-114-snap-gene-2.16-mRNA-1	IPR012919,IPR030273
maker-34-augustus-gene-35.13-mRNA-1	IPR002048,IPR028813,IPR040250
augustus_masked-12-processed-gene-24.0-mRNA-1	IPR001660,IPR032938
maker-30-augustus-gene-17.0-mRNA-1	IPR003599,IPR039090
augustus_masked-70-processed-gene-6.28-mRNA-1	IPR001936,IPR003123,IPR041545
maker-172-snap-gene-58.18-mRNA-1	IPR001849,IPR026088
maker-15-augustus-gene-41.6-mRNA-1	IPR002151,IPR013026,IPR019734
maker-247002-snap-gene-0.2-mRNA-1	IPR008594
maker-410-snap-gene-0.8-mRNA-1	IPR000300,IPR005135
snap_masked-370-processed-gene-2.2-mRNA-1	IPR000917
maker-27-snap-gene-9.1-mRNA-1	IPR003094,IPR013078,IPR013079
maker-13-augustus-gene-5.6-mRNA-1	IPR025204
maker-3-augustus-gene-68.7-mRNA-1	IPR002181
augustus_masked-170558-processed-gene-0.3-mRNA-1	IPR000276,IPR000725,IPR001675,IPR017452
maker-398-snap-gene-7.0-mRNA-1	IPR003508,IPR015311,IPR039729
augustus_masked-251-processed-gene-1.5-mRNA-1	IPR038752
snap_masked-13-processed-gene-170.23-mRNA-1	IPR007671,IPR037941
augustus_masked-408-processed-gene-0.0-mRNA-1	IPR001791,IPR008160
snap_masked-99-processed-gene-22.17-mRNA-1	IPR000536
maker-6-snap-gene-104.3-mRNA-1	IPR001965,IPR019787,IPR024610,IPR028639,IPR028651
augustus_masked-249689-processed-gene-0.11-mRNA-1	IPR003119,IPR008139
snap_masked-203-processed-gene-10.15-mRNA-1	IPR001533
augustus_masked-238-processed-gene-71.5-mRNA-1	IPR003653
maker-113305-augustus-gene-0.5-mRNA-1	IPR009890
augustus_masked-29-processed-gene-57.2-mRNA-1	IPR000008,IPR001565
maker-265-augustus-gene-0.17-mRNA-1	IPR019564,IPR033468
maker-439-augustus-gene-2.11-mRNA-1	IPR007064,IPR039768
augustus_masked-268-processed-gene-4.34-mRNA-1	IPR019388
maker-111059-augustus-gene-0.16-mRNA-1	IPR000608
snap_masked-220-processed-gene-53.7-mRNA-1	IPR002501,IPR004802,IPR012960
maker-192-snap-gene-1.3-mRNA-1	IPR004942
maker-6-augustus-gene-63.5-mRNA-1	IPR009071
augustus_masked-54-processed-gene-74.2-mRNA-1	IPR000756,IPR001206,IPR002110,IPR002219,IPR020683,IPR037607
maker-2-snap-gene-197.16-mRNA-1	IPR024810
maker-5-augustus-gene-26.4-mRNA-1	IPR004937
maker-10-snap-gene-62.1-mRNA-1	IPR002000
maker-6-augustus-gene-354.2-mRNA-1	IPR039341
maker-16-augustus-gene-112.0-mRNA-1	IPR002495
augustus_masked-10-processed-gene-97.10-mRNA-1	IPR002209,IPR028254
snap_masked-371-processed-gene-6.2-mRNA-1	IPR008754,IPR026918
snap_masked-1-processed-gene-220.1-mRNA-1	IPR000048,IPR001609,IPR002110,IPR020683,IPR039482
maker-4-augustus-gene-306.0-mRNA-1	IPR000219,IPR001849,IPR040181
snap_masked-25-processed-gene-95.36-mRNA-1	IPR000483,IPR001611
augustus_masked-422-processed-gene-29.6-mRNA-1	IPR002394,IPR006029,IPR006201,IPR006202
snap_masked-318-processed-gene-12.4-mRNA-1	IPR027973
maker-112823-augustus-gene-0.17-mRNA-1	IPR006073
maker-112787-augustus-gene-0.0-mRNA-1	IPR001523
maker-153-augustus-gene-9.22-mRNA-1	IPR033304
augustus_masked-385-processed-gene-1.48-mRNA-1	IPR001734
snap_masked-208-processed-gene-0.10-mRNA-1	IPR035043
maker-32-augustus-gene-94.7-mRNA-1	IPR003726
snap_masked-29-processed-gene-48.6-mRNA-1	IPR022735,IPR040127
snap_masked-46-processed-gene-0.4-mRNA-1	IPR000276,IPR001634,IPR017452
maker-43-augustus-gene-38.17-mRNA-1	IPR024810,IPR034324
maker-164-snap-gene-0.1-mRNA-1	IPR006711
maker-322-augustus-gene-9.7-mRNA-1	IPR000327,IPR000972,IPR001356,IPR013847
snap_masked-28-processed-gene-3.1-mRNA-1	IPR019527
maker-69-augustus-gene-8.27-mRNA-1	IPR013087,IPR029796
maker-12-augustus-gene-142.5-mRNA-1	IPR002589,IPR012317
maker-65-snap-gene-7.15-mRNA-1	IPR003927,IPR004031,IPR006187
maker-0start-snap-gene-174.8-mRNA-1	IPR003140
maker-320-augustus-gene-10.12-mRNA-1	IPR004301,IPR024057,IPR032569
maker-109-augustus-gene-52.15-mRNA-1	IPR004344
maker-68-augustus-gene-24.14-mRNA-1	IPR002816,IPR040230
maker-95-snap-gene-8.27-mRNA-1	IPR029304,IPR042779
snap_masked-112823-processed-gene-0.9-mRNA-1	IPR033535
snap_masked-16-processed-gene-80.5-mRNA-1	IPR002870
maker-228-snap-gene-3.7-mRNA-1	IPR019486,IPR032226,IPR033501
snap_masked-13-processed-gene-181.19-mRNA-1	IPR026628,IPR031627
maker-18-snap-gene-122.15-mRNA-1	IPR002928
maker-247000-snap-gene-0.1-mRNA-1	IPR001675
maker-223-augustus-gene-3.7-mRNA-1	IPR003169
augustus_masked-2-processed-gene-266.1-mRNA-1	IPR000719,IPR001245,IPR017421
maker-2-augustus-gene-247.2-mRNA-1	IPR000504,IPR041337
maker-326-augustus-gene-13.26-mRNA-1	IPR003593,IPR003959
maker-22-augustus-gene-25.1-mRNA-1	IPR005814
maker-25-augustus-gene-128.16-mRNA-1	IPR002110,IPR020683,IPR042802
maker-435-augustus-gene-4.14-mRNA-1	IPR000533
maker-68-augustus-gene-7.10-mRNA-1	IPR000488,IPR000719,IPR002110,IPR020676,IPR020683,IPR020859
maker-14-augustus-gene-90.9-mRNA-1	IPR038911
snap_masked-4-processed-gene-118.5-mRNA-1	IPR005036
maker-9-snap-gene-49.1-mRNA-1	IPR002404
maker-87-augustus-gene-11.4-mRNA-1	IPR000095,IPR000719
maker-364-snap-gene-0.35-mRNA-1	IPR000889
maker-35-snap-gene-11.3-mRNA-1	IPR029604
maker-219-augustus-gene-21.8-mRNA-1	IPR000109
snap_masked-426-processed-gene-0.3-mRNA-1	IPR001623
maker-2-augustus-gene-247.1-mRNA-1	IPR001683,IPR003114,IPR013937,IPR016137
snap_masked-459-processed-gene-0.13-mRNA-1	IPR011021,IPR011022
snap_masked-471-processed-gene-0.11-mRNA-1	IPR002110,IPR020683
snap_masked-20-processed-gene-51.5-mRNA-1	IPR001841
snap_masked-13-processed-gene-158.1-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098
maker-423-augustus-gene-1.8-mRNA-1	IPR001523
maker-380-augustus-gene-24.7-mRNA-1	IPR002423,IPR028790
snap_masked-84-processed-gene-1.34-mRNA-1	IPR015726
maker-15-augustus-gene-18.1-mRNA-1	IPR001079,IPR030651
maker-25-snap-gene-8.6-mRNA-1	IPR037516,IPR042431
augustus_masked-15-processed-gene-106.11-mRNA-1	IPR001452,IPR002110,IPR020683
snap_masked-268-processed-gene-13.1-mRNA-1	IPR026136,IPR031780
maker-13-augustus-gene-20.9-mRNA-1	IPR012943,IPR040947
snap_masked-113103-processed-gene-0.6-mRNA-1	IPR000719
maker-26-augustus-gene-87.3-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013106,IPR040012
maker-106-snap-gene-20.39-mRNA-1	IPR002591,IPR029879
maker-220-augustus-gene-23.6-mRNA-1	IPR000917
maker-231-augustus-gene-0.6-mRNA-1	IPR009729
maker-16-augustus-gene-23.5-mRNA-1	IPR006689
maker-43-augustus-gene-5.9-mRNA-1	IPR040012
snap_masked-87-processed-gene-11.5-mRNA-1	IPR022684
augustus_masked-368-processed-gene-2.0-mRNA-1	IPR040261
maker-372-snap-gene-7.23-mRNA-1	IPR000566,IPR002345,IPR002968
maker-112823-snap-gene-1.6-mRNA-1	IPR000408,IPR000569
augustus_masked-318-processed-gene-11.2-mRNA-1	IPR000814
maker-245-snap-gene-2.1-mRNA-1	IPR000981,IPR022423
maker-0start-snap-gene-202.8-mRNA-1	IPR000330,IPR000953,IPR001650,IPR006576,IPR014001,IPR023780
maker-77-snap-gene-3.17-mRNA-1	IPR013087
snap_masked-18-processed-gene-8.17-mRNA-1	IPR003598,IPR003599,IPR003961,IPR007110,IPR013098
maker-220-augustus-gene-54.25-mRNA-1	IPR002241,IPR035373
augustus_masked-3-processed-gene-157.5-mRNA-1	IPR002126
maker-10-augustus-gene-12.4-mRNA-1	IPR009652
maker-0start-augustus-gene-90.16-mRNA-1	IPR000073
maker-1-augustus-gene-306.8-mRNA-1	IPR002289,IPR006201,IPR006202
snap_masked-371-processed-gene-14.15-mRNA-1	IPR029379,IPR040281
maker-25-augustus-gene-77.17-mRNA-1	IPR001452,IPR034917
maker-172-augustus-gene-4.0-mRNA-1	IPR000003,IPR000536,IPR001723
augustus_masked-14-processed-gene-114.16-mRNA-1	IPR004367,IPR006671,IPR013763,IPR032447,IPR039361
maker-82-augustus-gene-6.24-mRNA-1	IPR006680,IPR030612
snap_masked-490-processed-gene-2.9-mRNA-1	IPR000225,IPR028432,IPR028435
maker-468-snap-gene-4.22-mRNA-1	IPR001375
augustus_masked-112634-processed-gene-0.17-mRNA-1	IPR011691
maker-380-augustus-gene-4.12-mRNA-1	IPR001752,IPR027640
snap_masked-111928-processed-gene-0.3-mRNA-1	IPR022181
snap_masked-247-processed-gene-0.7-mRNA-1	IPR007951
snap_masked-49-processed-gene-32.1-mRNA-1	IPR004839
augustus_masked-30-processed-gene-21.3-mRNA-1	IPR022577,IPR033162
maker-1-augustus-gene-159.10-mRNA-1	IPR006722
maker-0start-snap-gene-58.0-mRNA-1	IPR000242,IPR000387,IPR003595
maker-398-snap-gene-5.10-mRNA-1	IPR023210
augustus_masked-323-processed-gene-10.2-mRNA-1	IPR001683,IPR039937
maker-442-augustus-gene-3.33-mRNA-1	IPR006952
augustus_masked-7-processed-gene-217.9-mRNA-1	IPR013786
maker-9-snap-gene-45.13-mRNA-1	IPR001239,IPR002350
maker-318-augustus-gene-42.10-mRNA-1	IPR000409,IPR001680,IPR017986,IPR023362,IPR030464
maker-1-augustus-gene-279.5-mRNA-1	IPR000157,IPR003599,IPR004074,IPR007110,IPR015621,IPR041416
snap_masked-288-processed-gene-2.13-mRNA-1	IPR000333,IPR000719,IPR003605
maker-62-snap-gene-55.23-mRNA-1	IPR000203,IPR000832,IPR017981
