maker-22-augustus-gene-57.1-mRNA-1	PR01405
augustus_masked-65-processed-gene-0.2-mRNA-1	PR00774
augustus_masked-45-processed-gene-4.2-mRNA-1	PR02078
augustus_masked-27-processed-gene-118.0-mRNA-1	PR00237
maker-67-snap-gene-8.27-mRNA-1	PR00109,PR00401
maker-219-augustus-gene-15.0-mRNA-1	PR00449
maker-23-snap-gene-22.3-mRNA-1	PR02008,PR02012
snap_masked-114-processed-gene-6.8-mRNA-1	PR00501
maker-1-augustus-gene-58.4-mRNA-1	PR00259
snap_masked-151-processed-gene-4.12-mRNA-1	PR00153
maker-4-snap-gene-54.9-mRNA-1	PR01773
maker-59-augustus-gene-244.8-mRNA-1	PR00176,PR01206
maker-109-snap-gene-32.1-mRNA-1	PR00024
maker-7-snap-gene-95.0-mRNA-1	PR01463,PR01465
maker-40-snap-gene-7.35-mRNA-1	PR00765
maker-13-augustus-gene-73.11-mRNA-1	PR00069
maker-3-snap-gene-118.12-mRNA-1	PR00205
augustus_masked-397-processed-gene-0.6-mRNA-1	PR00237,PR00245
maker-220-augustus-gene-51.5-mRNA-1	PR00503
maker-25-snap-gene-113.4-mRNA-1	PR00024
maker-9-augustus-gene-49.39-mRNA-1	PR01301
snap_masked-428-processed-gene-3.23-mRNA-1	PR02100
maker-172-augustus-gene-8.5-mRNA-1	PR00401
maker-1-augustus-gene-159.9-mRNA-1	PR00214
snap_masked-130-processed-gene-2.4-mRNA-1	PR00024
maker-38-augustus-gene-20.1-mRNA-1	PR01294
maker-1-augustus-gene-59.9-mRNA-1	PR00100,PR00102
maker-444-snap-gene-3.10-mRNA-1	PR02084
maker-9-snap-gene-73.3-mRNA-1	PR00007
snap_masked-7-processed-gene-123.16-mRNA-1	PR00024
augustus_masked-153-processed-gene-8.0-mRNA-1	PR00390
maker-219-augustus-gene-13.9-mRNA-1	PR00069
augustus_masked-48-processed-gene-12.21-mRNA-1	PR00019
maker-189-augustus-gene-0.18-mRNA-1	PR00672
maker-56-snap-gene-16.13-mRNA-1	PR00413
maker-34-augustus-gene-9.25-mRNA-1	PR00792
snap_masked-12-processed-gene-162.1-mRNA-1	PR00237
augustus_masked-11-processed-gene-59.2-mRNA-1	PR01862,PR01863
augustus_masked-172-processed-gene-21.2-mRNA-1	PR00450
maker-39-augustus-gene-64.12-mRNA-1	PR00082
maker-126-augustus-gene-1.24-mRNA-1	PR00128
maker-54-snap-gene-8.14-mRNA-1	PR00019
maker-12-augustus-gene-47.3-mRNA-1	PR00170
snap_masked-490-processed-gene-2.3-mRNA-1	PR00014
maker-27-augustus-gene-99.1-mRNA-1	PR00019
maker-32-snap-gene-110.9-mRNA-1	PR00071
snap_masked-35-processed-gene-3.14-mRNA-1	PR00047
snap_masked-189-processed-gene-1.44-mRNA-1	PR00261
augustus_masked-171-processed-gene-7.1-mRNA-1	PR00677
augustus_masked-9-processed-gene-65.7-mRNA-1	PR00237,PR00562,PR01103
maker-153-augustus-gene-46.5-mRNA-1	PR00632
maker-6-augustus-gene-346.5-mRNA-1	PR00722
maker-14-snap-gene-45.4-mRNA-1	PR01948
maker-51-augustus-gene-6.15-mRNA-1	PR01884
maker-112814-snap-gene-0.3-mRNA-1	PR00489
maker-227-augustus-gene-12.12-mRNA-1	PR00372
maker-229-snap-gene-9.21-mRNA-1	PR00363
augustus_masked-9-processed-gene-49.21-mRNA-1	PR00328
maker-245603-augustus-gene-0.2-mRNA-1	PR01415
maker-105-snap-gene-1.1-mRNA-1	PR02043
maker-32-augustus-gene-102.4-mRNA-1	PR00320
maker-6-augustus-gene-346.6-mRNA-1	PR01301
snap_masked-84-processed-gene-3.21-mRNA-1	PR00632
augustus_masked-111642-processed-gene-0.2-mRNA-1	PR00620
maker-323-augustus-gene-38.15-mRNA-1	PR00237,PR00663
maker-6-snap-gene-118.10-mRNA-1	PR00005,PR00722
maker-482-snap-gene-21.8-mRNA-1	PR00633
augustus_masked-220-processed-gene-9.1-mRNA-1	PR00628
augustus_masked-186-processed-gene-4.10-mRNA-1	PR00237,PR00657,PR01557
maker-16-augustus-gene-77.19-mRNA-1	PR00220
maker-25-augustus-gene-7.7-mRNA-1	PR00717
augustus_masked-29-processed-gene-82.2-mRNA-1	PR00385,PR00463
maker-1-augustus-gene-239.3-mRNA-1	PR00119
snap_masked-59-processed-gene-116.4-mRNA-1	PR00205
maker-1-augustus-gene-23.19-mRNA-1	PR00387
maker-10-augustus-gene-71.11-mRNA-1	PR00385,PR00463
maker-397-snap-gene-1.0-mRNA-1	PR00258
maker-229-snap-gene-4.29-mRNA-1	PR01875,PR01878
augustus_masked-162-processed-gene-0.17-mRNA-1	PR00237
snap_masked-98-processed-gene-0.13-mRNA-1	PR01049
augustus_masked-186-processed-gene-2.39-mRNA-1	PR01091
augustus_masked-95-processed-gene-2.1-mRNA-1	PR00449
maker-10-snap-gene-91.0-mRNA-1	PR01077,PR01447
maker-18-augustus-gene-67.0-mRNA-1	PR01862,PR01867
maker-112352-augustus-gene-0.3-mRNA-1	PR00669
augustus_masked-112090-processed-gene-0.1-mRNA-1	PR00679
maker-398-augustus-gene-19.17-mRNA-1	PR00319,PR00320
augustus_masked-451-processed-gene-20.9-mRNA-1	PR00661,PR00935
augustus_masked-29-processed-gene-84.0-mRNA-1	PR00237
maker-212-augustus-gene-3.21-mRNA-1	PR00779
snap_masked-49-processed-gene-32.0-mRNA-1	PR00624
augustus_masked-62-processed-gene-19.2-mRNA-1	PR00449
maker-1-augustus-gene-279.2-mRNA-1	PR01084
maker-62-snap-gene-55.24-mRNA-1	PR00452
augustus_masked-33-processed-gene-4.5-mRNA-1	PR00169,PR01491,PR01496,PR01508
augustus_masked-291-processed-gene-12.28-mRNA-1	PR00237,PR01157,PR01655
maker-7-augustus-gene-50.6-mRNA-1	PR00653
maker-444-snap-gene-5.40-mRNA-1	PR00237,PR00529
maker-241-snap-gene-1.15-mRNA-1	PR00401
snap_masked-235204-processed-gene-0.2-mRNA-1	PR01266
maker-99-augustus-gene-76.2-mRNA-1	PR00258
maker-246171-snap-gene-0.0-mRNA-1	PR00249
augustus_masked-29-processed-gene-93.7-mRNA-1	PR00237
snap_masked-109-processed-gene-36.5-mRNA-1	PR00027
maker-15-augustus-gene-146.16-mRNA-1	PR00700,PR00935
maker-101775-augustus-gene-0.9-mRNA-1	PR01248
maker-69-augustus-gene-4.16-mRNA-1	PR00511
snap_masked-184-processed-gene-1.13-mRNA-1	PR00453
snap_masked-268-processed-gene-2.24-mRNA-1	PR01095,PR01333
maker-7-augustus-gene-256.11-mRNA-1	PR00013,PR01504
maker-110389-snap-gene-0.3-mRNA-1	PR01231
maker-70-snap-gene-14.12-mRNA-1	PR00457
maker-106-augustus-gene-10.11-mRNA-1	PR00342
maker-109-snap-gene-49.4-mRNA-1	PR00112
maker-108-augustus-gene-2.2-mRNA-1	PR00722
snap_masked-29-processed-gene-82.22-mRNA-1	PR00405
augustus_masked-15-processed-gene-141.9-mRNA-1	PR00011,PR00398
maker-54-augustus-gene-104.9-mRNA-1	PR01072
maker-186-augustus-gene-5.21-mRNA-1	PR00454
augustus_masked-69-processed-gene-0.1-mRNA-1	PR00206
maker-268-augustus-gene-25.12-mRNA-1	PR00385,PR00463
maker-8-snap-gene-40.20-mRNA-1	PR00013
maker-13-augustus-gene-92.2-mRNA-1	PR00346
augustus_masked-4-processed-gene-232.16-mRNA-1	PR00169,PR01491
maker-56-augustus-gene-8.13-mRNA-1	PR01367
maker-197-snap-gene-20.3-mRNA-1	PR00449
maker-113026-augustus-gene-0.10-mRNA-1	PR00109
snap_masked-16-processed-gene-104.7-mRNA-1	PR00080,PR00081
augustus_masked-23-processed-gene-27.9-mRNA-1	PR00237,PR00245
maker-2-augustus-gene-34.0-mRNA-1	PR01179,PR01182
snap_masked-229-processed-gene-8.50-mRNA-1	PR00189
snap_masked-27-processed-gene-15.13-mRNA-1	PR00126
maker-0start-snap-gene-341.7-mRNA-1	PR00205
augustus_masked-91807-processed-gene-0.0-mRNA-1	PR02107
maker-106-augustus-gene-20.37-mRNA-1	PR00465
snap_masked-397-processed-gene-1.12-mRNA-1	PR00237,PR00245
maker-7-snap-gene-243.3-mRNA-1	PR00689
snap_masked-323-processed-gene-49.27-mRNA-1	PR00318
maker-22-augustus-gene-57.0-mRNA-1	PR00380
maker-7-snap-gene-163.4-mRNA-1	PR00259
augustus_masked-132-processed-gene-19.2-mRNA-1	PR00237,PR00243,PR00539
maker-220-snap-gene-50.4-mRNA-1	PR01090
augustus_masked-109-processed-gene-40.3-mRNA-1	PR00237,PR00246,PR00587
maker-112077-augustus-gene-0.36-mRNA-1	PR00074
maker-0start-augustus-gene-289.1-mRNA-1	PR00178
maker-130-snap-gene-2.11-mRNA-1	PR00024
maker-14-augustus-gene-102.9-mRNA-1	PR00205
augustus_masked-247320-processed-gene-0.10-mRNA-1	PR01077
maker-85-augustus-gene-1.3-mRNA-1	PR02001
augustus_masked-38-processed-gene-12.32-mRNA-1	PR00081
maker-436-snap-gene-1.26-mRNA-1	PR00405
maker-433-augustus-gene-1.13-mRNA-1	PR00267
snap_masked-323-processed-gene-49.28-mRNA-1	PR00441
maker-26-snap-gene-33.11-mRNA-1	PR00301
maker-326-snap-gene-13.31-mRNA-1	PR00449
augustus_masked-23-processed-gene-24.11-mRNA-1	PR00319,PR00320
maker-65-augustus-gene-7.46-mRNA-1	PR01349,PR01844
maker-158-augustus-gene-9.12-mRNA-1	PR01415
maker-112137-augustus-gene-0.0-mRNA-1	PR00114
maker-435-snap-gene-5.10-mRNA-1	PR01451
snap_masked-7-processed-gene-123.13-mRNA-1	PR00024
snap_masked-6-processed-gene-177.2-mRNA-1	PR00252
augustus_masked-151-processed-gene-0.10-mRNA-1	PR00206
maker-7-augustus-gene-44.10-mRNA-1	PR01884
maker-29-augustus-gene-49.2-mRNA-1	PR00193
maker-326-augustus-gene-9.19-mRNA-1	PR00503
maker-49-snap-gene-21.14-mRNA-1	PR01657,PR01661
maker-39-augustus-gene-119.16-mRNA-1	PR00259
maker-238-augustus-gene-69.18-mRNA-1	PR01415
maker-32-augustus-gene-177.4-mRNA-1	PR00092
maker-7-snap-gene-256.20-mRNA-1	PR00013,PR01504
maker-318-augustus-gene-19.6-mRNA-1	PR00190
maker-383-snap-gene-2.13-mRNA-1	PR00452
maker-134-augustus-gene-1.19-mRNA-1	PR00180
maker-76-snap-gene-33.5-mRNA-1	PR00007
augustus_masked-9-processed-gene-15.5-mRNA-1	PR00237,PR01012,PR01014
maker-7-snap-gene-259.1-mRNA-1	PR02008
maker-30-augustus-gene-3.14-mRNA-1	PR00622
augustus_masked-182-processed-gene-2.0-mRNA-1	PR00010,PR01452,PR01983,PR01984
augustus_masked-133-processed-gene-4.0-mRNA-1	PR00935
maker-9-snap-gene-85.4-mRNA-1	PR01316
maker-290-augustus-gene-1.22-mRNA-1	PR00436,PR00437
augustus_masked-468-processed-gene-3.33-mRNA-1	PR00205
maker-158-snap-gene-50.13-mRNA-1	PR00421,PR00625
maker-0start-augustus-gene-446.8-mRNA-1	PR00453
snap_masked-111889-processed-gene-0.7-mRNA-1	PR00926,PR00927
maker-71-augustus-gene-0.9-mRNA-1	PR00365
maker-1-snap-gene-111.5-mRNA-1	PR00315
maker-8-augustus-gene-233.0-mRNA-1	PR00248,PR01535
maker-8-augustus-gene-58.6-mRNA-1	PR00962
maker-209-augustus-gene-1.3-mRNA-1	PR00237,PR00242,PR00567
maker-380-augustus-gene-24.6-mRNA-1	PR00010,PR02059
maker-112892-augustus-gene-2.2-mRNA-1	PR00305
maker-228-snap-gene-1.9-mRNA-1	PR01078
maker-268-augustus-gene-40.1-mRNA-1	PR00318,PR00443
maker-169-snap-gene-0.27-mRNA-1	PR00380
maker-33-snap-gene-3.3-mRNA-1	PR00169,PR01491,PR01496,PR01512
snap_masked-111756-processed-gene-0.3-mRNA-1	PR00024
augustus_masked-7-processed-gene-76.3-mRNA-1	PR00398
maker-323-snap-gene-52.6-mRNA-1	PR00452,PR01887
maker-19-snap-gene-9.4-mRNA-1	PR00138
snap_masked-435-processed-gene-0.11-mRNA-1	PR01265
maker-113274-snap-gene-0.28-mRNA-1	PR00417
augustus_masked-99-processed-gene-96.13-mRNA-1	PR00237,PR00425,PR00993
maker-0start-augustus-gene-337.8-mRNA-1	PR00449
maker-89-snap-gene-0.28-mRNA-1	PR00449
maker-307-snap-gene-0.31-mRNA-1	PR01050
maker-34-augustus-gene-35.12-mRNA-1	PR01092,PR01093
maker-56-augustus-gene-9.30-mRNA-1	PR01768,PR01769
snap_masked-25-processed-gene-89.6-mRNA-1	PR02065
maker-68-snap-gene-50.3-mRNA-1	PR01857
maker-39-augustus-gene-113.1-mRNA-1	PR00625
maker-11-augustus-gene-45.2-mRNA-1	PR00267
maker-18-snap-gene-83.16-mRNA-1	PR01407
maker-29-augustus-gene-33.5-mRNA-1	PR01453,PR01455
maker-422-augustus-gene-29.12-mRNA-1	PR00252,PR00254
maker-306-augustus-gene-4.37-mRNA-1	PR00492
augustus_masked-248757-processed-gene-0.3-mRNA-1	PR00369,PR00371
maker-8-snap-gene-281.3-mRNA-1	PR01367
maker-56-augustus-gene-7.31-mRNA-1	PR00193
maker-30-snap-gene-0.3-mRNA-1	PR01415
augustus_masked-257225-processed-gene-0.0-mRNA-1	PR00109
maker-26-augustus-gene-33.9-mRNA-1	PR00821
maker-15-augustus-gene-50.16-mRNA-1	PR01884
maker-13-augustus-gene-46.4-mRNA-1	PR00109
snap_masked-249309-processed-gene-0.4-mRNA-1	PR00143
augustus_masked-29-processed-gene-96.10-mRNA-1	PR00318,PR00440
maker-6-augustus-gene-202.8-mRNA-1	PR00252,PR00254
maker-9-augustus-gene-29.8-mRNA-1	PR00320
augustus_masked-20-processed-gene-46.2-mRNA-1	PR00935
maker-39-augustus-gene-10.10-mRNA-1	PR01908,PR01909
snap_masked-482-processed-gene-0.13-mRNA-1	PR00205
augustus_masked-59-processed-gene-97.6-mRNA-1	PR00205
maker-488-augustus-gene-0.1-mRNA-1	PR00289
maker-219-snap-gene-21.9-mRNA-1	PR00320
maker-429-augustus-gene-1.17-mRNA-1	PR00278
maker-14-augustus-gene-81.10-mRNA-1	PR00722
maker-3-augustus-gene-22.7-mRNA-1	PR00488
maker-54-augustus-gene-110.8-mRNA-1	PR01301
maker-418-snap-gene-0.21-mRNA-1	PR00258
maker-114-snap-gene-3.22-mRNA-1	PR00700,PR01778
augustus_masked-59-processed-gene-124.3-mRNA-1	PR00205
snap_masked-4-processed-gene-315.4-mRNA-1	PR00011
maker-15-snap-gene-153.2-mRNA-1	PR00042
maker-197-augustus-gene-14.3-mRNA-1	PR01243
snap_masked-1-processed-gene-287.18-mRNA-1	PR00620
maker-10-snap-gene-104.0-mRNA-1	PR00326
maker-27-snap-gene-121.13-mRNA-1	PR00449
maker-229-snap-gene-9.24-mRNA-1	PR01576
maker-7-augustus-gene-125.7-mRNA-1	PR00452
augustus_masked-56-processed-gene-5.6-mRNA-1	PR01367
maker-25-augustus-gene-117.1-mRNA-1	PR00387
maker-112884-snap-gene-0.3-mRNA-1	PR00477
augustus_masked-79-processed-gene-35.2-mRNA-1	PR00935
maker-120-augustus-gene-5.2-mRNA-1	PR00783,PR02020
augustus_masked-19-processed-gene-15.7-mRNA-1	PR01097,PR01647
augustus_masked-112010-processed-gene-0.2-mRNA-1	PR00021
maker-0start-snap-gene-229.0-mRNA-1	PR00765
maker-153-augustus-gene-5.0-mRNA-1	PR01043
maker-268-augustus-gene-0.0-mRNA-1	PR00169,PR01491,PR01494
maker-18-augustus-gene-77.6-mRNA-1	PR00315
maker-2-snap-gene-86.5-mRNA-1	PR00719
maker-39-augustus-gene-127.3-mRNA-1	PR01857
snap_masked-126-processed-gene-6.7-mRNA-1	PR00237
snap_masked-16-processed-gene-3.18-mRNA-1	PR00318
maker-338-snap-gene-0.7-mRNA-1	PR00447
maker-13-snap-gene-52.7-mRNA-1	PR00380
maker-33-augustus-gene-8.9-mRNA-1	PR00262
maker-77-augustus-gene-8.2-mRNA-1	PR00747
maker-158-augustus-gene-37.10-mRNA-1	PR00020
snap_masked-249633-processed-gene-0.1-mRNA-1	PR00452
maker-99-augustus-gene-32.2-mRNA-1	PR00010,PR02059
augustus_masked-49-processed-gene-10.2-mRNA-1	PR01368
augustus_masked-29-processed-gene-81.20-mRNA-1	PR00103
snap_masked-172-processed-gene-19.8-mRNA-1	PR00011
augustus_masked-3-processed-gene-6.6-mRNA-1	PR00237,PR00644,PR00650
augustus_masked-64-processed-gene-7.13-mRNA-1	PR01095,PR01333
augustus_masked-12-processed-gene-77.26-mRNA-1	PR00237,PR00427
maker-29-augustus-gene-71.0-mRNA-1	PR00895
augustus_masked-151-processed-gene-3.7-mRNA-1	PR00465
maker-295-augustus-gene-10.1-mRNA-1	PR00177
maker-206-augustus-gene-3.0-mRNA-1	PR00028
augustus_masked-99-processed-gene-10.1-mRNA-1	PR00008
maker-19-augustus-gene-41.11-mRNA-1	PR01415
maker-343-augustus-gene-14.4-mRNA-1	PR00380
maker-145-augustus-gene-18.12-mRNA-1	PR00625
snap_masked-50-processed-gene-9.16-mRNA-1	PR01081
maker-13-augustus-gene-75.4-mRNA-1	PR01035
maker-372-snap-gene-8.11-mRNA-1	PR00028
maker-7-snap-gene-149.4-mRNA-1	PR01186
maker-72-snap-gene-36.0-mRNA-1	PR01166
maker-238-snap-gene-35.11-mRNA-1	PR00722
augustus_masked-111642-processed-gene-0.1-mRNA-1	PR00623
snap_masked-153-processed-gene-4.1-mRNA-1	PR00249,PR01279,PR01281
snap_masked-0start-processed-gene-195.5-mRNA-1	PR00886
maker-25-augustus-gene-137.5-mRNA-1	PR01772
augustus_masked-12-processed-gene-6.0-mRNA-1	PR00387
snap_masked-46-processed-gene-4.36-mRNA-1	PR00457
augustus_masked-247319-processed-gene-0.9-mRNA-1	PR01320
maker-1-augustus-gene-32.2-mRNA-1	PR00320
augustus_masked-64-processed-gene-17.3-mRNA-1	PR00020
maker-54-augustus-gene-70.6-mRNA-1	PR00261
augustus_masked-4-processed-gene-232.14-mRNA-1	PR00756
augustus_masked-49-processed-gene-31.25-mRNA-1	PR00237,PR00647
maker-256-augustus-gene-0.6-mRNA-1	PR00024
maker-9-augustus-gene-70.10-mRNA-1	PR00237,PR01059
maker-320-augustus-gene-10.13-mRNA-1	PR00024
snap_masked-380-processed-gene-38.7-mRNA-1	PR00669
maker-150-augustus-gene-2.1-mRNA-1	PR00080,PR00081
maker-23-augustus-gene-15.4-mRNA-1	PR01039
maker-34-augustus-gene-24.1-mRNA-1	PR00700
maker-444-augustus-gene-2.0-mRNA-1	PR01857
maker-30-snap-gene-8.2-mRNA-1	PR01906
maker-47-augustus-gene-37.1-mRNA-1	PR00371,PR00406
maker-226-snap-gene-0.2-mRNA-1	PR00261
snap_masked-433-processed-gene-0.16-mRNA-1	PR00237,PR00245
maker-0start-snap-gene-182.17-mRNA-1	PR00401,PR00452
maker-25-snap-gene-139.1-mRNA-1	PR00700
maker-18-snap-gene-62.24-mRNA-1	PR01265
snap_masked-111642-processed-gene-0.7-mRNA-1	PR00621
snap_masked-26-processed-gene-102.4-mRNA-1	PR00014
maker-6-augustus-gene-70.11-mRNA-1	PR00080,PR00081
maker-0start-augustus-gene-51.11-mRNA-1	PR01415
maker-99-augustus-gene-11.4-mRNA-1	PR01080
maker-31-snap-gene-55.5-mRNA-1	PR00195
augustus_masked-11-processed-gene-42.23-mRNA-1	PR01161,PR01163
maker-8-augustus-gene-22.10-mRNA-1	PR00387
maker-112999-snap-gene-0.2-mRNA-1	PR01788
maker-189-augustus-gene-0.13-mRNA-1	PR01161,PR01162
augustus_masked-146-processed-gene-13.6-mRNA-1	PR00984
maker-450-augustus-gene-1.7-mRNA-1	PR00705
maker-9-augustus-gene-46.30-mRNA-1	PR00205
maker-68-augustus-gene-56.2-mRNA-1	PR00722
maker-157-augustus-gene-0.37-mRNA-1	PR00314
maker-10-augustus-gene-71.7-mRNA-1	PR00704
maker-85-snap-gene-3.1-mRNA-1	PR00205
augustus_masked-67-processed-gene-2.5-mRNA-1	PR00988
maker-157-augustus-gene-0.42-mRNA-1	PR00869,PR00870
maker-126-augustus-gene-5.15-mRNA-1	PR00248,PR00593,PR01054
augustus_masked-7-processed-gene-108.4-mRNA-1	PR01415
augustus_masked-13-processed-gene-182.8-mRNA-1	PR00053
maker-157-snap-gene-1.40-mRNA-1	PR00385,PR00463
snap_masked-13-processed-gene-72.8-mRNA-1	PR00237,PR00642,PR01523
snap_masked-265-processed-gene-0.52-mRNA-1	PR00843
maker-18-augustus-gene-22.0-mRNA-1	PR00109
maker-246-augustus-gene-5.3-mRNA-1	PR00193
maker-126-augustus-gene-10.2-mRNA-1	PR00792
augustus_masked-7-processed-gene-19.16-mRNA-1	PR00237,PR00657
maker-145-snap-gene-17.20-mRNA-1	PR00289
maker-4-augustus-gene-54.15-mRNA-1	PR01270
maker-21-augustus-gene-72.5-mRNA-1	PR00320
snap_masked-47-processed-gene-85.4-mRNA-1	PR00363
maker-112902-augustus-gene-0.1-mRNA-1	PR00846
maker-54-augustus-gene-10.2-mRNA-1	PR00449
maker-19-augustus-gene-9.12-mRNA-1	PR00138
maker-7-augustus-gene-17.1-mRNA-1	PR00395
snap_masked-112342-processed-gene-0.2-mRNA-1	PR00237,PR00245
maker-25-augustus-gene-37.1-mRNA-1	PR00018,PR00722
maker-29-augustus-gene-93.2-mRNA-1	PR00380
maker-68-snap-gene-41.8-mRNA-1	PR00821,PR00822
snap_masked-490-processed-gene-0.7-mRNA-1	PR00237,PR00424,PR00552
maker-55-snap-gene-31.1-mRNA-1	PR00937,PR00938
maker-50-snap-gene-8.0-mRNA-1	PR00724
maker-190-snap-gene-1.12-mRNA-1	PR00249,PR01694
maker-343-snap-gene-15.18-mRNA-1	PR02049
maker-58-snap-gene-7.4-mRNA-1	PR00705
snap_masked-13-processed-gene-74.3-mRNA-1	PR00237
maker-62-augustus-gene-56.20-mRNA-1	PR00249,PR01695
augustus_masked-15-processed-gene-85.27-mRNA-1	PR00109
augustus_masked-153-processed-gene-70.6-mRNA-1	PR00326
maker-27-augustus-gene-10.2-mRNA-1	PR00008
snap_masked-358-processed-gene-3.6-mRNA-1	PR01349,PR01894
augustus_masked-0start-processed-gene-485.1-mRNA-1	PR00405
maker-109-snap-gene-7.6-mRNA-1	PR00453
snap_masked-343-processed-gene-33.4-mRNA-1	PR00828
maker-4-augustus-gene-81.3-mRNA-1	PR00700
snap_masked-275-processed-gene-7.12-mRNA-1	PR00130
maker-59-snap-gene-182.6-mRNA-1	PR00193
snap_masked-340-processed-gene-0.6-mRNA-1	PR00113
maker-3-snap-gene-23.6-mRNA-1	PR00301
maker-248987-augustus-gene-0.2-mRNA-1	PR00453,PR01185
snap_masked-290-processed-gene-1.5-mRNA-1	PR00085
maker-153-augustus-gene-125.1-mRNA-1	PR00449
maker-6-augustus-gene-161.5-mRNA-1	PR01832
maker-0start-augustus-gene-184.6-mRNA-1	PR01028,PR01029
maker-12-augustus-gene-18.12-mRNA-1	PR00252,PR00254
snap_masked-113294-processed-gene-0.0-mRNA-1	PR00027
maker-500-snap-gene-3.32-mRNA-1	PR00453
augustus_masked-22-processed-gene-30.2-mRNA-1	PR01857
maker-15-augustus-gene-100.12-mRNA-1	PR01427
augustus_masked-7-processed-gene-19.21-mRNA-1	PR00237,PR01568
maker-153-snap-gene-14.11-mRNA-1	PR00722
maker-230-augustus-gene-2.2-mRNA-1	PR00237,PR00245
snap_masked-135-processed-gene-0.1-mRNA-1	PR00454
snap_masked-206710-processed-gene-0.1-mRNA-1	PR01248
maker-444-augustus-gene-6.61-mRNA-1	PR00723
maker-112159-snap-gene-0.9-mRNA-1	PR00245
maker-197-augustus-gene-20.37-mRNA-1	PR00019
maker-120-snap-gene-4.4-mRNA-1	PR01415
maker-47-augustus-gene-73.19-mRNA-1	PR00176
maker-7-augustus-gene-30.10-mRNA-1	PR00119,PR00120
augustus_masked-16-processed-gene-3.6-mRNA-1	PR00318,PR00441
snap_masked-440-processed-gene-0.48-mRNA-1	PR00625
maker-39-augustus-gene-124.15-mRNA-1	PR01705
augustus_masked-23-processed-gene-21.25-mRNA-1	PR00078
maker-388-augustus-gene-0.12-mRNA-1	PR00401
augustus_masked-29-processed-gene-107.17-mRNA-1	PR01320,PR01325
augustus_masked-398-processed-gene-18.6-mRNA-1	PR00252
maker-1-augustus-gene-282.8-mRNA-1	PR01536,PR01539
snap_masked-58-processed-gene-8.66-mRNA-1	PR00449
maker-0start-augustus-gene-38.8-mRNA-1	PR00318,PR00443
snap_masked-8-processed-gene-224.1-mRNA-1	PR01657
augustus_masked-433-processed-gene-1.4-mRNA-1	PR00205
maker-139-augustus-gene-0.17-mRNA-1	PR01415
maker-6-snap-gene-3.17-mRNA-1	PR00705
maker-157-snap-gene-1.39-mRNA-1	PR00463
augustus_masked-112077-processed-gene-0.12-mRNA-1	PR00721
augustus_masked-218-processed-gene-1.3-mRNA-1	PR00620
maker-25-augustus-gene-19.0-mRNA-1	PR00024,PR00031
maker-16-snap-gene-80.8-mRNA-1	PR01857
snap_masked-482-processed-gene-0.15-mRNA-1	PR00205
augustus_masked-458-processed-gene-0.50-mRNA-1	PR01463,PR01470
augustus_masked-47-processed-gene-68.1-mRNA-1	PR00268,PR01912
augustus_masked-50-processed-gene-1.0-mRNA-1	PR01028,PR01030
maker-398-snap-gene-22.7-mRNA-1	PR00453
maker-111762-snap-gene-0.1-mRNA-1	PR00360,PR00399
maker-181-augustus-gene-3.0-mRNA-1	PR00319,PR00320
maker-27-augustus-gene-113.8-mRNA-1	PR00220
augustus_masked-7-processed-gene-20.15-mRNA-1	PR00237,PR00657,PR01106
maker-4-augustus-gene-209.12-mRNA-1	PR00765
maker-47-snap-gene-0.6-mRNA-1	PR00817
maker-197-augustus-gene-16.16-mRNA-1	PR00759
snap_masked-323-processed-gene-96.2-mRNA-1	PR00205
maker-306-augustus-gene-5.49-mRNA-1	PR00449
augustus_masked-13-processed-gene-58.13-mRNA-1	PR00401,PR00452
augustus_masked-185-processed-gene-2.22-mRNA-1	PR00019
augustus_masked-4-processed-gene-89.4-mRNA-1	PR00169,PR01491,PR01497,PR01517
augustus_masked-47-processed-gene-67.4-mRNA-1	PR00380
maker-112932-augustus-gene-0.0-mRNA-1	PR01217
maker-3-augustus-gene-86.4-mRNA-1	PR00633
maker-25-augustus-gene-53.9-mRNA-1	PR01764
maker-40-snap-gene-1.35-mRNA-1	PR00109
augustus_masked-8-processed-gene-221.4-mRNA-1	PR00747
maker-380-augustus-gene-26.4-mRNA-1	PR01415
maker-7-snap-gene-45.8-mRNA-1	PR00077
maker-99-snap-gene-133.0-mRNA-1	PR01499
maker-139-snap-gene-2.31-mRNA-1	PR00249
maker-464-augustus-gene-2.0-mRNA-1	PR00053
augustus_masked-4-processed-gene-114.0-mRNA-1	PR00053
maker-4-augustus-gene-138.2-mRNA-1	PR00625
maker-246104-snap-gene-0.9-mRNA-1	PR01042
maker-230-snap-gene-2.24-mRNA-1	PR00252,PR00254
augustus_masked-106190-processed-gene-0.0-mRNA-1	PR01407
maker-282-snap-gene-1.27-mRNA-1	PR00450
maker-268-augustus-gene-3.18-mRNA-1	PR00180
maker-459-snap-gene-3.8-mRNA-1	PR00173
augustus_masked-13-processed-gene-85.4-mRNA-1	PR00419
maker-4-augustus-gene-8.1-mRNA-1	PR00011,PR00249
maker-8-augustus-gene-274.13-mRNA-1	PR00047,PR00398
maker-126-snap-gene-8.3-mRNA-1	PR00616
augustus_masked-216-processed-gene-4.0-mRNA-1	PR01705
maker-10-snap-gene-67.3-mRNA-1	PR00762
snap_masked-13-processed-gene-212.2-mRNA-1	PR00261
